Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Num_of_Delayed_Payment,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Simulated_Credit_Score
40,311137309,Architect,28572.39,2210.0325,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",13,Standard,400.07,35.02588279,369,69.60292048,25.9934623,Low_spent_Small_value_payments,364.7925206,647
40,311137309,Architect,28572.39,2210.0325,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",12,Standard,400.07,23.17761748,370,69.60292048,25.9934623,High_spent_Large_value_payments,339.5694705,683
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",13,Bad,2258.73,34.12570493,105,172.3825274,115.7067975,Low_spent_Large_value_payments,151.4486141,300
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",16,Bad,2258.73,33.41459804,105,172.3825274,115.7067975,Low_spent_Large_value_payments,162.2860574,300
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",15,Bad,2258.73,27.5728629,106,172.3825274,115.7067975,High_spent_Small_value_payments,190.3215159,305
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",16,Bad,2258.73,32.4134468,107,172.3825274,115.7067975,Low_spent_Small_value_payments,164.3425194,300
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",16,Bad,2258.73,25.98322951,108,172.3825274,115.7067975,Low_spent_Large_value_payments,154.1032668,300
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",16,Bad,2258.73,27.91283759,109,172.3825274,115.7067975,Low_spent_Small_value_payments,296.2151883,300
37,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",14,Bad,2258.73,23.19650853,110,172.3825274,115.7067975,Low_spent_Large_value_payments,237.6910948,300
38,904887361,Manager,39641.54,3007.461667,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",13,Bad,2258.73,34.8490497,111,172.3825274,115.7067975,Low_spent_Large_value_payments,249.0958331,300
54,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",6,Good,413.32,35.94290749,219,29.53458372,14.29027335,Low_spent_Large_value_payments,334.6679091,520
54,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",6,Good,413.32,32.93734626,220,29.53458372,14.29027335,High_spent_Large_value_payments,336.2631075,543
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",3,Good,413.32,31.86173627,221,29.53458372,14.29027335,High_spent_Medium_value_payments,362.591773,560
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",6,Good,413.32,22.7435821,222,29.53458372,14.29027335,High_spent_Small_value_payments,294.1584161,554
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",7,Good,413.32,39.06398122,223,29.53458372,14.29027335,Low_spent_Large_value_payments,270.0790921,517
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",7,Good,413.32,28.83634916,224,29.53458372,14.29027335,High_spent_Medium_value_payments,319.9255247,546
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",6,Good,413.32,36.05869702,225,29.53458372,14.29027335,Low_spent_Small_value_payments,307.1168234,527
55,889072357,Scientist,20186.02,1684.168333,1,5,1,2,"Auto Loan, and Home Equity Loan",6,Good,413.32,33.75820397,226,29.53458372,14.29027335,Low_spent_Medium_value_payments,265.3434532,530
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,38.97966115,225,65.13948778,24.34618841,High_spent_Medium_value_payments,275.1508622,419
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,35.03034908,226,65.13948778,24.34618841,Low_spent_Medium_value_payments,299.7575858,403
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,27.19720883,227,65.13948778,24.34618841,Low_spent_Small_value_payments,258.441696,411
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",22,Bad,1793.54,35.91940493,228,65.13948778,24.34618841,Low_spent_Medium_value_payments,277.7994567,400
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,25.5852052,229,65.13948778,24.34618841,High_spent_Large_value_payments,289.2446572,434
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,35.706437,230,65.13948778,24.34618841,Low_spent_Medium_value_payments,243.9988133,407
43,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",21,Bad,1793.54,23.24548155,231,65.13948778,24.34618841,Low_spent_Small_value_payments,259.362866,419
44,425476723,Musician,18627.64,1387.303333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",18,Bad,1793.54,38.78895429,232,65.13948778,24.34618841,Low_spent_Small_value_payments,264.7866558,422
21,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",14,Standard,1489.49,26.32926887,104,16.71930023,16.28671936,High_spent_Medium_value_payments,312.9168554,360
21,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",17,Standard,1489.49,24.61461029,105,16.71930023,16.28671936,Low_spent_Medium_value_payments,315.0105713,328
21,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",20,Standard,1489.49,26.15307798,106,16.71930023,16.28671936,Low_spent_Medium_value_payments,311.9368943,313
21,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",15,Standard,1489.49,31.78179827,107,16.71930023,16.28671936,Low_spent_Large_value_payments,272.848297,334
22,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",18,Standard,1489.49,37.66150545,108,16.71930023,16.28671936,Low_spent_Small_value_payments,296.8570613,316
22,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",17,Standard,1489.49,26.5074745,109,16.71930023,16.28671936,Low_spent_Small_value_payments,257.9459443,331
22,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",20,Standard,1489.49,30.46998162,110,16.71930023,16.28671936,Low_spent_Small_value_payments,322.4539844,314
22,602551355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",17,Standard,1489.49,32.25544266,111,16.71930023,16.28671936,Low_spent_Small_value_payments,277.374093,329
43,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",17,Standard,98.97,40.41111483,157,149.8971994,57.95122336,High_spent_Medium_value_payments,467.088851,387
43,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,27.80691779,158,149.8971994,57.95122336,High_spent_Medium_value_payments,483.2773924,383
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,25.8321089,159,149.8971994,57.95122336,High_spent_Large_value_payments,498.6265772,386
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",23,Standard,98.97,29.76610686,160,149.8971994,57.95122336,High_spent_Medium_value_payments,407.9295246,369
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,34.19230439,161,149.8971994,57.95122336,Low_spent_Medium_value_payments,415.7472272,361
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,24.6655252,162,149.8971994,57.95122336,High_spent_Medium_value_payments,467.6972928,390
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,28.26014675,163,149.8971994,57.95122336,Low_spent_Medium_value_payments,215.9920996,368
44,679266464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",20,Standard,98.97,36.76366453,164,149.8971994,57.95122336,High_spent_Medium_value_payments,506.6218131,383
36,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,33.47895197,257,102.7629131,56.71137669,High_spent_Medium_value_payments,466.9588769,558
36,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",8,Good,556.91,26.98611476,258,102.7629131,56.71137669,Low_spent_Small_value_payments,426.6872521,555
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,40.15058277,259,102.7629131,56.71137669,Low_spent_Large_value_payments,446.1034972,535
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,34.42998587,260,102.7629131,56.71137669,Low_spent_Large_value_payments,287.9044251,541
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,31.74521339,261,102.7629131,56.71137669,Low_spent_Large_value_payments,373.3570666,544
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,29.46412058,262,102.7629131,56.71137669,High_spent_Small_value_payments,451.1598549,567
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,38.69215907,263,102.7629131,56.71137669,High_spent_Large_value_payments,431.0904514,561
37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",10,Good,556.91,35.96285294,264,102.7629131,56.71137669,High_spent_Medium_value_payments,378.271011,565
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,Standard,1293.02,40.33902429,307,53.92351397,74.6029088,Low_spent_Small_value_payments,514.7294041,590
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,6,Standard,1293.02,29.68295387,308,53.92351397,74.6029088,High_spent_Medium_value_payments,638.6903434,630
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,10,Standard,1293.02,29.37139648,309,53.92351397,74.6029088,Low_spent_Small_value_payments,562.7017641,591
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,Standard,1293.02,33.04149896,310,53.92351397,74.6029088,High_spent_Large_value_payments,645.131344,620
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,Standard,1293.02,40.79113731,311,53.92351397,74.6029088,High_spent_Medium_value_payments,358.0954,614
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,6,Standard,1293.02,34.98356207,312,53.92351397,74.6029088,Low_spent_Medium_value_payments,391.1249366,610
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,10,Standard,1293.02,32.73373278,313,53.92351397,74.6029088,High_spent_Large_value_payments,642.6718243,613
36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,Standard,1293.02,38.23451377,314,53.92351397,74.6029088,Low_spent_Medium_value_payments,510.20959,600
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",21,Bad,3421.66,24.63965803,159,69.68545857,24.06613145,Low_spent_Small_value_payments,363.272112,326
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",18,Bad,3421.66,30.26841053,159,69.68545857,24.06613145,High_spent_Small_value_payments,287.6059398,356
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",24,Bad,3421.66,31.21226879,160,69.68545857,24.06613145,High_spent_Large_value_payments,360.3910563,327
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",21,Bad,3421.66,33.29865431,161,69.68545857,24.06613145,High_spent_Medium_value_payments,375.8469135,342
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",21,Bad,3421.66,38.17731096,162,69.68545857,24.06613145,Low_spent_Medium_value_payments,361.8333223,319
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",21,Bad,3421.66,30.98699814,163,69.68545857,24.06613145,Low_spent_Small_value_payments,325.787392,326
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",24,Bad,3421.66,33.2830613,164,69.68545857,24.06613145,Low_spent_Small_value_payments,327.6442924,310
16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",21,Bad,3421.66,32.96295024,165,69.68545857,24.06613145,High_spent_Medium_value_payments,379.0315766,347
19,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",21,Standard,1173.7,23.28213511,335,215.8391706,82.49686626,Low_spent_Large_value_payments,116.8787774,573
19,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",22,Standard,1173.7,38.35585257,336,215.8391706,82.49686626,High_spent_Medium_value_payments,456.9011727,578
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",22,Standard,1173.7,25.56009927,337,215.8391706,82.49686626,Low_spent_Medium_value_payments,322.1521885,569
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",18,Standard,1173.7,36.63682651,338,215.8391706,82.49686626,Low_spent_Medium_value_payments,393.9234502,582
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",21,Standard,1173.7,32.83357784,339,215.8391706,82.49686626,High_spent_Large_value_payments,535.3119038,591
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",19,Standard,1173.7,38.08037974,340,215.8391706,82.49686626,High_spent_Medium_value_payments,489.6599852,598
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",19,Standard,1173.7,33.16506303,341,215.8391706,82.49686626,High_spent_Medium_value_payments,580.1252964,603
20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",19,Standard,1173.7,38.17098243,342,215.8391706,82.49686626,High_spent_Medium_value_payments,556.9042896,600
36,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",20,Standard,1693.95,37.40993372,94,43.0705196,46.5766728,Low_spent_Small_value_payments,323.2597282,300
36,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",20,Standard,1693.95,24.25102818,95,43.0705196,46.5766728,Low_spent_Small_value_payments,219.6253336,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",19,Standard,1693.95,38.78765215,96,43.0705196,46.5766728,High_spent_Medium_value_payments,302.6696409,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",20,Standard,1693.95,25.0380524,97,43.0705196,46.5766728,Low_spent_Small_value_payments,294.9469972,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",20,Standard,1693.95,23.09179312,98,43.0705196,46.5766728,Low_spent_Small_value_payments,200.3802,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",23,Standard,1693.95,31.33422002,99,43.0705196,46.5766728,Low_spent_Small_value_payments,257.6337922,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,Standard,1693.95,29.70645377,100,43.0705196,46.5766728,Low_spent_Small_value_payments,308.7618936,300
37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",23,Standard,1693.95,36.57298991,101,43.0705196,46.5766728,Low_spent_Medium_value_payments,333.9677312,300
18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,34.45627234,291,100.1893609,66.68835825,Low_spent_Small_value_payments,518.1908835,551
18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,32.34982187,292,100.1893609,66.68835825,Low_spent_Medium_value_payments,217.7960961,553
18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",12,Standard,233.79,33.48684838,293,100.1893609,66.68835825,Low_spent_Small_value_payments,217.7960961,568
18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,33.29385607,294,100.1893609,66.68835825,Low_spent_Large_value_payments,222.9194043,554
19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,26.54909964,295,100.1893609,66.68835825,High_spent_Medium_value_payments,580.3130008,582
19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,28.10570447,296,100.1893609,66.68835825,High_spent_Medium_value_payments,663.0604358,582
19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",15,Standard,233.79,26.50760977,297,100.1893609,66.68835825,High_spent_Medium_value_payments,663.1499475,584
19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",14,Standard,233.79,28.45378579,298,100.1893609,66.68835825,High_spent_Large_value_payments,636.9940772,589
32,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,14,Standard,602.5,31.35686818,205,0.0,20.44668059,Low_spent_Large_value_payments,334.9357777,448
32,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,14,Standard,602.5,38.33948756,206,0.0,20.44668059,Low_spent_Small_value_payments,308.2207384,444
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,14,Standard,602.5,32.21809912,207,0.0,20.44668059,Low_spent_Small_value_payments,261.1825069,450
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,15,Standard,602.5,29.42723189,208,0.0,20.44668059,Low_spent_Small_value_payments,264.4082365,448
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,14,Standard,602.5,32.4690579,209,0.0,20.44668059,Low_spent_Small_value_payments,310.8544878,452
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,14,Standard,602.5,35.63389379,210,0.0,20.44668059,Low_spent_Small_value_payments,334.3696317,451
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,16,Standard,602.5,39.80429294,211,0.0,20.44668059,Low_spent_Small_value_payments,323.8929158,439
33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,15,Standard,602.5,23.57985072,212,0.0,20.44668059,Low_spent_Medium_value_payments,305.3298236,458
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,24.61673534,14,114.5330209,53.64864334,Low_spent_Large_value_payments,185.6984956,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,39.74169977,15,114.5330209,53.64864334,High_spent_Medium_value_payments,344.1886691,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",22,Bad,3470.08,39.15505442,16,114.5330209,53.64864334,Low_spent_Small_value_payments,335.4938145,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,27.68144423,17,114.5330209,53.64864334,Low_spent_Small_value_payments,340.5237241,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,33.46870759,18,114.5330209,53.64864334,High_spent_Large_value_payments,331.9086578,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",21,Bad,3470.08,35.45708113,19,114.5330209,53.64864334,High_spent_Small_value_payments,334.8531878,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,27.15981089,20,114.5330209,53.64864334,Low_spent_Small_value_payments,327.7490915,300
33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",20,Bad,3470.08,38.25442229,21,114.5330209,53.64864334,Low_spent_Small_value_payments,195.3049632,300
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",10,Standard,749.95,25.82415682,131,49.34866632,23.56048989,Low_spent_Small_value_payments,268.8047724,385
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",10,Standard,749.95,37.26323375,132,49.34866632,23.56048989,Low_spent_Small_value_payments,309.7407407,377
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",10,Standard,749.95,27.20801259,133,49.34866632,23.56048989,Low_spent_Small_value_payments,267.4597245,386
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",12,Standard,749.95,36.55953784,134,49.34866632,23.56048989,High_spent_Medium_value_payments,349.5438459,390
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",7,Standard,749.95,29.03616365,135,49.34866632,23.56048989,Low_spent_Large_value_payments,254.7266881,402
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",10,Standard,749.95,37.55229512,136,49.34866632,23.56048989,Low_spent_Small_value_payments,222.3331814,381
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",7,Standard,749.95,38.33877418,137,49.34866632,23.56048989,Low_spent_Large_value_payments,275.4314586,397
42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",10,Standard,749.95,28.62902965,138,49.34866632,23.56048989,High_spent_Large_value_payments,322.7377426,411
21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",8,Good,949.38,41.68721335,367,364.9151774,237.9183809,High_spent_Large_value_payments,822.1939947,705
21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",4,Good,949.38,28.51077465,368,364.9151774,237.9183809,High_spent_Large_value_payments,880.4274417,737
21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",3,Good,949.38,41.47825034,369,364.9151774,237.9183809,High_spent_Medium_value_payments,705.6144782,732
22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",6,Good,949.38,31.40151636,370,364.9151774,237.9183809,Low_spent_Medium_value_payments,558.8839898,706
22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",3,Good,949.38,34.26155637,371,364.9151774,237.9183809,High_spent_Large_value_payments,853.5473978,741
22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",6,Good,949.38,26.71579704,372,364.9151774,237.9183809,High_spent_Small_value_payments,277.2301534,732
22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",6,Good,949.38,39.77628577,373,364.9151774,237.9183809,High_spent_Large_value_payments,785.5315567,724
